"Time (s) E5-Rod-T1","Angle (rad) E5-Rod-T1","Angular Velocity (rad/s) E5-Rod-T1","Angular Acceleration (rad/s²) E5-Rod-T1","Position (m) E5-Rod-T1","Velocity (m/s) E5-Rod-T1","Acceleration (m/s²) E5-Rod-T1","Time (s) E5-Rod-T2","Angle (rad) E5-Rod-T2","Angular Velocity (rad/s) E5-Rod-T2","Angular Acceleration (rad/s²) E5-Rod-T2","Position (m) E5-Rod-T2","Velocity (m/s) E5-Rod-T2","Acceleration (m/s²) E5-Rod-T2","Time (s) E5-Rod-T3","Angle (rad) E5-Rod-T3","Angular Velocity (rad/s) E5-Rod-T3","Angular Acceleration (rad/s²) E5-Rod-T3","Position (m) E5-Rod-T3","Velocity (m/s) E5-Rod-T3","Acceleration (m/s²) E5-Rod-T3","Time (s) E5-M1-T1","Angle (rad) E5-M1-T1","Angular Velocity (rad/s) E5-M1-T1","Angular Acceleration (rad/s²) E5-M1-T1","Position (m) E5-M1-T1","Velocity (m/s) E5-M1-T1","Acceleration (m/s²) E5-M1-T1","Time (s) E5-M1-T2","Angle (rad) E5-M1-T2","Angular Velocity (rad/s) E5-M1-T2","Angular Acceleration (rad/s²) E5-M1-T2","Position (m) E5-M1-T2","Velocity (m/s) E5-M1-T2","Acceleration (m/s²) E5-M1-T2","Time (s) E5-M1-T3","Angle (rad) E5-M1-T3","Angular Velocity (rad/s) E5-M1-T3","Angular Acceleration (rad/s²) E5-M1-T3","Position (m) E5-M1-T3","Velocity (m/s) E5-M1-T3","Acceleration (m/s²) E5-M1-T3","Time (s) E5-M2-T1","Angle (rad) E5-M2-T1","Angular Velocity (rad/s) E5-M2-T1","Angular Acceleration (rad/s²) E5-M2-T1","Position (m) E5-M2-T1","Velocity (m/s) E5-M2-T1","Acceleration (m/s²) E5-M2-T1","Time (s) E5-M2-T2","Angle (rad) E5-M2-T2","Angular Velocity (rad/s) E5-M2-T2","Angular Acceleration (rad/s²) E5-M2-T2","Position (m) E5-M2-T2","Velocity (m/s) E5-M2-T2","Acceleration (m/s²) E5-M2-T2","Time (s) E5-M2-T3","Angle (rad) E5-M2-T3","Angular Velocity (rad/s) E5-M2-T3","Angular Acceleration (rad/s²) E5-M2-T3","Position (m) E5-M2-T3","Velocity (m/s) E5-M2-T3","Acceleration (m/s²) E5-M2-T3","Time (s) E5-M3-T1","Angle (rad) E5-M3-T1","Angular Velocity (rad/s) E5-M3-T1","Angular Acceleration (rad/s²) E5-M3-T1","Position (m) E5-M3-T1","Velocity (m/s) E5-M3-T1","Acceleration (m/s²) E5-M3-T1","Time (s) E5-M3-T2","Angle (rad) E5-M3-T2","Angular Velocity (rad/s) E5-M3-T2","Angular Acceleration (rad/s²) E5-M3-T2","Position (m) E5-M3-T2","Velocity (m/s) E5-M3-T2","Acceleration (m/s²) E5-M3-T2","Time (s) E5-M3-T3","Angle (rad) E5-M3-T3","Angular Velocity (rad/s) E5-M3-T3","Angular Acceleration (rad/s²) E5-M3-T3","Position (m) E5-M3-T3","Velocity (m/s) E5-M3-T3","Acceleration (m/s²) E5-M3-T3","Time (s) E5-M4-T1","Angle (rad) E5-M4-T1","Angular Velocity (rad/s) E5-M4-T1","Angular Acceleration (rad/s²) E5-M4-T1","Position (m) E5-M4-T1","Velocity (m/s) E5-M4-T1","Acceleration (m/s²) E5-M4-T1","Time (s) E5-M4-T2","Angle (rad) E5-M4-T2","Angular Velocity (rad/s) E5-M4-T2","Angular Acceleration (rad/s²) E5-M4-T2","Position (m) E5-M4-T2","Velocity (m/s) E5-M4-T2","Acceleration (m/s²) E5-M4-T2","Time (s) E5-M4-T3","Angle (rad) E5-M4-T3","Angular Velocity (rad/s) E5-M4-T3","Angular Acceleration (rad/s²) E5-M4-T3","Position (m) E5-M4-T3","Velocity (m/s) E5-M4-T3","Acceleration (m/s²) E5-M4-T3"
0.240,0.005,-0.550,-13.526,1.1250E-4,-0.013,-0.323,0.240,0.148,0.288,-4.363,0.0035,0.007,-0.104,0.240,0.083,0.628,1.745,0.0020,0.015,0.042,0.240,0.096,0.419,-2.618,0.0023,0.010,-0.062,0.240,-0.171,-0.419,6.981,-0.0041,-0.010,0.167,0.240,-0.171,-0.524,3.491,-0.0041,-0.013,0.083,0.240,0.042,0.524,-0.873,0.0010,0.013,-0.021,0.240,0.107,0.340,-2.182,0.0026,0.008,-0.052,0.240,0.069,0.733,-2.182,0.0016,0.017,-0.052,0.240,0.132,0.105,-3.927,0.0032,0.003,-0.094,0.240,-0.129,-0.262,3.054,-0.0031,-0.006,0.073,0.240,-0.112,0.079,5.236,-0.0027,0.002,0.125,0.240,0.157,0.131,-3.927,0.0038,0.003,-0.094,0.240,-0.090,-0.419,0.436,-0.0021,-0.010,0.010,0.240,0.247,0.969,-5.672,0.0059,0.023,-0.135
0.250,-0.002,-0.707,-13.526,-3.7500E-5,-0.017,-0.323,0.250,0.149,0.236,-4.363,0.0036,0.006,-0.104,0.250,0.090,0.654,2.182,0.0021,0.016,0.052,0.250,0.101,0.393,-0.873,0.0024,0.009,-0.021,0.250,-0.174,-0.340,6.545,-0.0042,-0.008,0.156,0.250,-0.176,-0.524,1.745,-0.0042,-0.012,0.042,0.250,0.047,0.550,5.236,0.0011,0.013,0.125,0.250,0.110,0.314,-1.745,0.0026,0.008,-0.042,0.250,0.075,0.707,-0.873,0.0018,0.017,-0.021,0.250,0.134,0.105,-3.054,0.0032,0.003,-0.073,0.250,-0.130,-0.262,1.745,-0.0031,-0.006,0.042,0.250,-0.110,0.131,5.236,-0.0026,0.003,0.125,0.250,0.159,0.079,-4.800,0.0038,0.002,-0.115,0.250,-0.094,-0.419,1.309,-0.0023,-0.010,0.031,0.250,0.258,0.916,-6.109,0.0062,0.022,-0.146
0.260,-0.009,-0.838,-11.781,-2.2500E-4,-0.020,-0.281,0.260,0.152,0.209,-4.363,0.0036,0.005,-0.104,0.260,0.096,0.681,3.054,0.0023,0.016,0.073,0.260,0.104,0.419,-5.551E-15,0.0025,0.010,3.469E-16,0.260,-0.178,-0.288,5.672,-0.0042,-0.007,0.135,0.260,-0.182,-0.524,3.054,-0.0044,-0.012,0.073,0.260,0.053,0.654,8.727,0.0013,0.016,0.208,0.260,0.113,0.314,-2.182,0.0027,0.007,-0.052,0.260,0.083,0.707,0.873,0.0020,0.017,0.021,0.260,0.135,0.079,-4.363,0.0032,0.002,-0.104,0.260,-0.134,-0.262,3.491,-0.0032,-0.006,0.083,0.260,-0.108,0.183,5.672,-0.0026,0.004,0.135,0.260,0.159,0.026,-5.672,0.0038,6.250E-4,-0.135,0.260,-0.097,-0.393,2.182,-0.0023,-0.009,0.052,0.260,0.265,0.838,-5.672,0.0063,0.020,-0.135
0.270,-0.019,-0.942,-9.163,-4.5000E-4,-0.023,-0.219,0.270,0.154,0.157,-4.363,0.0037,0.004,-0.104,0.270,0.104,0.707,3.927,0.0025,0.017,0.094,0.270,0.108,0.419,-1.745,0.0026,0.010,-0.042,0.270,-0.181,-0.236,5.236,-0.0043,-0.006,0.125,0.270,-0.187,-0.471,5.236,-0.0045,-0.011,0.125,0.270,0.060,0.759,7.854,0.0014,0.018,0.187,0.270,0.116,0.288,-3.491,0.0028,0.007,-0.083,0.270,0.090,0.733,2.182,0.0021,0.017,0.052,0.270,0.135,0.000,-5.236,0.0032,0.000,-0.125,0.270,-0.137,-0.209,6.545,-0.0033,-0.005,0.156,0.270,-0.107,0.236,6.545,-0.0026,0.006,0.156,0.270,0.159,-0.026,-6.981,0.0038,-6.250E-4,-0.167,0.270,-0.102,-0.367,3.054,-0.0024,-0.009,0.073,0.270,0.273,0.785,-4.800,0.0065,0.019,-0.115
0.280,-0.028,-1.021,-6.545,-6.7500E-4,-0.024,-0.156,0.280,0.156,0.105,-4.363,0.0037,0.003,-0.104,0.280,0.110,0.759,4.800,0.0026,0.018,0.115,0.280,0.113,0.393,-3.927,0.0027,0.009,-0.094,0.280,-0.182,-0.183,5.236,-0.0044,-0.004,0.125,0.280,-0.192,-0.393,5.672,-0.0046,-0.009,0.135,0.280,0.069,0.838,3.054,0.0016,0.020,0.073,0.280,0.119,0.236,-4.800,0.0029,0.006,-0.115,0.280,0.097,0.759,2.182,0.0023,0.018,0.052,0.280,0.135,-0.052,-4.363,0.0032,-0.001,-0.104,0.280,-0.138,-0.105,7.418,-0.0033,-0.003,0.177,0.280,-0.104,0.314,6.981,-0.0025,0.008,0.167,0.280,0.159,-0.105,-8.290,0.0038,-0.003,-0.198,0.280,-0.105,-0.340,3.491,-0.0025,-0.008,0.083,0.280,0.281,0.759,-4.800,0.0067,0.018,-0.115
0.290,-0.039,-1.073,-3.927,-9.3750E-4,-0.026,-0.094,0.290,0.156,0.079,-4.800,0.0037,0.002,-0.115,0.290,0.118,0.812,4.363,0.0028,0.019,0.104,0.290,0.116,0.314,-3.927,0.0028,0.008,-0.094,0.290,-0.184,-0.131,4.800,-0.0044,-0.003,0.115,0.290,-0.195,-0.340,4.363,-0.0047,-0.008,0.104,0.290,0.077,0.838,-3.054,0.0018,0.020,-0.073,0.290,0.121,0.183,-4.800,0.0029,0.004,-0.115,0.290,0.105,0.785,0.873,0.0025,0.019,0.021,0.290,0.134,-0.079,-3.054,0.0032,-0.002,-0.073,0.290,-0.138,-0.026,5.236,-0.0033,-6.250E-4,0.125,0.290,-0.101,0.393,6.545,-0.0024,0.009,0.156,0.290,0.157,-0.209,-8.290,0.0038,-0.005,-0.198,0.290,-0.108,-0.288,3.491,-0.0026,-0.007,0.083,0.290,0.289,0.707,-6.545,0.0069,0.017,-0.156
0.300,-0.050,-1.100,-0.873,-0.0012,-0.026,-0.021,0.300,0.157,0.026,-6.545,0.0038,6.250E-4,-0.156,0.300,0.127,0.864,1.745,0.0030,0.021,0.042,0.300,0.119,0.288,-2.182,0.0029,0.007,-0.052,0.300,-0.185,-0.079,3.491,-0.0044,-0.002,0.083,0.300,-0.198,-0.314,3.927,-0.0047,-0.008,0.094,0.300,0.086,0.759,-6.981,0.0021,0.018,-0.167,0.300,0.123,0.131,-3.927,0.0029,0.003,-0.094,0.300,0.113,0.785,-1.745,0.0027,0.019,-0.042,0.300,0.134,-0.105,-3.054,0.0032,-0.003,-0.073,0.300,-0.138,0.000,2.182,-0.0033,0.000,0.052,0.300,-0.096,0.445,5.236,-0.0023,0.011,0.125,0.300,0.154,-0.288,-6.981,0.0037,-0.007,-0.167,0.300,-0.112,-0.262,3.054,-0.0027,-0.006,0.073,0.300,0.295,0.628,-8.727,0.0071,0.015,-0.208
0.310,-0.061,-1.100,3.054,-0.0015,-0.026,0.073,0.310,0.157,-0.052,-8.727,0.0038,-0.001,-0.208,0.310,0.135,0.864,-2.618,0.0032,0.021,-0.063,0.310,0.121,0.288,-1.309,0.0029,0.007,-0.031,0.310,-0.185,-0.052,2.182,-0.0044,-0.001,0.052,0.310,-0.201,-0.288,5.236,-0.0048,-0.007,0.125,0.310,0.093,0.654,-5.672,0.0022,0.016,-0.135,0.310,0.124,0.105,-3.054,0.0030,0.003,-0.073,0.310,0.121,0.759,-4.800,0.0029,0.018,-0.115,0.310,0.132,-0.131,-3.491,0.0032,-0.003,-0.083,0.310,-0.138,0.000,1.309,-0.0033,0.000,0.031,0.310,-0.091,0.497,3.927,-0.0022,0.012,0.094,0.310,0.151,-0.340,-6.109,0.0036,-0.008,-0.146,0.310,-0.113,-0.236,2.618,-0.0027,-0.006,0.062,0.310,0.302,0.524,-10.036,0.0072,0.013,-0.240
0.320,-0.072,-1.047,6.981,-0.0017,-0.025,0.167,0.320,0.156,-0.157,-10.472,0.0037,-0.004,-0.250,0.320,0.145,0.812,-7.418,0.0035,0.019,-0.177,0.320,0.126,0.288,-3.054,0.0030,0.007,-0.073,0.320,-0.185,-0.052,3.054,-0.0044,-0.001,0.073,0.320,-0.204,-0.209,6.545,-0.0049,-0.005,0.156,0.320,0.099,0.602,-0.436,0.0024,0.014,-0.010,0.320,0.124,0.079,-2.618,0.0030,0.002,-0.063,0.320,0.129,0.681,-6.109,0.0031,0.016,-0.146,0.320,0.130,-0.183,-3.491,0.0031,-0.004,-0.083,0.320,-0.138,0.000,3.054,-0.0033,0.000,0.073,0.320,-0.086,0.524,3.054,-0.0021,0.012,0.073,0.320,0.148,-0.393,-6.545,0.0035,-0.009,-0.156,0.320,-0.116,-0.209,2.618,-0.0028,-0.005,0.062,0.320,0.306,0.419,-10.036,0.0073,0.010,-0.240
0.330,-0.083,-0.942,9.163,-0.0020,-0.023,0.219,0.330,0.154,-0.262,-12.217,0.0037,-0.006,-0.292,0.330,0.152,0.707,-10.036,0.0036,0.017,-0.240,0.330,0.127,0.236,-4.800,0.0030,0.006,-0.115,0.330,-0.187,-0.026,6.545,-0.0045,-6.250E-4,0.156,0.330,-0.206,-0.131,6.109,-0.0049,-0.003,0.146,0.330,0.104,0.654,3.927,0.0025,0.016,0.094,0.330,0.126,0.052,-2.618,0.0030,0.001,-0.062,0.330,0.135,0.602,-4.363,0.0032,0.014,-0.104,0.330,0.129,-0.209,-3.054,0.0031,-0.005,-0.073,0.330,-0.138,0.052,5.672,-0.0033,0.001,0.135,0.330,-0.080,0.550,3.054,-0.0019,0.013,0.073,0.330,0.143,-0.471,-6.981,0.0034,-0.011,-0.167,0.330,-0.118,-0.183,2.618,-0.0028,-0.004,0.062,0.330,0.309,0.314,-9.163,0.0074,0.008,-0.219
0.340,-0.091,-0.838,9.163,-0.0022,-0.020,0.219,0.340,0.151,-0.393,-13.963,0.0036,-0.009,-0.333,0.340,0.159,0.576,-9.599,0.0038,0.014,-0.229,0.340,0.130,0.157,-4.363,0.0031,0.004,-0.104,0.340,-0.187,0.079,9.163,-0.0045,0.002,0.219,0.340,-0.206,-0.079,4.363,-0.0049,-0.002,0.104,0.340,0.112,0.733,3.491,0.0027,0.017,0.083,0.340,0.126,0.026,-2.182,0.0030,6.250E-4,-0.052,0.340,0.140,0.576,-0.436,0.0033,0.014,-0.010,0.340,0.126,-0.236,-3.054,0.0030,-0.006,-0.073,0.340,-0.138,0.131,6.981,-0.0033,0.003,0.167,0.340,-0.075,0.576,3.927,-0.0018,0.014,0.094,0.340,0.138,-0.550,-6.545,0.0033,-0.013,-0.156,0.340,-0.119,-0.157,3.054,-0.0029,-0.004,0.073,0.340,0.313,0.236,-8.290,0.0075,0.006,-0.198
0.350,-0.099,-0.759,8.727,-0.0024,-0.018,0.208,0.350,0.146,-0.550,-14.835,0.0035,-0.013,-0.354,0.350,0.163,0.497,-6.981,0.0039,0.012,-0.167,0.350,0.130,0.131,-2.182,0.0031,0.003,-0.052,0.350,-0.185,0.209,7.854,-0.0044,0.005,0.188,0.350,-0.207,-0.052,3.927,-0.0050,-0.001,0.094,0.350,0.119,0.759,-0.873,0.0029,0.018,-0.021,0.350,0.126,0.000,-1.745,0.0030,0.000,-0.042,0.350,0.146,0.602,2.182,0.0035,0.014,0.052,0.350,0.124,-0.262,-3.927,0.0030,-0.006,-0.094,0.350,-0.135,0.209,6.545,-0.0032,0.005,0.156,0.350,-0.069,0.628,3.927,-0.0016,0.015,0.094,0.350,0.132,-0.602,-5.236,0.0032,-0.014,-0.125,0.350,-0.121,-0.131,3.491,-0.0029,-0.003,0.083,0.350,0.314,0.157,-7.854,0.0075,0.004,-0.187
0.360,-0.107,-0.681,8.290,-0.0026,-0.016,0.198,0.360,0.140,-0.707,-13.526,0.0033,-0.017,-0.323,0.360,0.168,0.445,-4.363,0.0040,0.011,-0.104,0.360,0.132,0.131,-1.309,0.0032,0.003,-0.031,0.360,-0.182,0.262,4.363,-0.0044,0.006,0.104,0.360,-0.207,-0.026,5.672,-0.0050,-6.250E-4,0.135,0.360,0.127,0.707,-5.236,0.0030,0.017,-0.125,0.360,0.126,0.000,-2.182,0.0030,0.000,-0.052,0.360,0.152,0.654,1.309,0.0036,0.016,0.031,0.360,0.121,-0.314,-4.800,0.0029,-0.008,-0.115,0.360,-0.134,0.262,5.672,-0.0032,0.006,0.135,0.360,-0.063,0.681,3.054,-0.0015,0.016,0.073,0.360,0.126,-0.654,-3.491,0.0030,-0.016,-0.083,0.360,-0.123,-0.079,3.054,-0.0029,-0.002,0.073,0.360,0.316,0.079,-8.290,0.0075,0.002,-0.198
0.370,-0.113,-0.576,6.545,-0.0027,-0.014,0.156,0.370,0.132,-0.838,-10.036,0.0032,-0.020,-0.240,0.370,0.173,0.419,-2.618,0.0041,0.010,-0.062,0.370,0.134,0.131,-2.618,0.0032,0.003,-0.063,0.370,-0.179,0.262,2.618,-0.0043,0.006,0.062,0.370,-0.207,0.052,7.854,-0.0050,0.001,0.188,0.370,0.134,0.628,-6.545,0.0032,0.015,-0.156,0.370,0.126,-0.026,-3.491,0.0030,-6.250E-4,-0.083,0.370,0.159,0.654,-2.182,0.0038,0.016,-0.052,0.370,0.118,-0.367,-5.236,0.0028,-0.009,-0.125,0.370,-0.130,0.314,4.800,-0.0031,0.007,0.115,0.370,-0.055,0.681,2.182,-0.0013,0.016,0.052,0.370,0.119,-0.681,-1.309,0.0029,-0.016,-0.031,0.370,-0.123,-0.052,1.745,-0.0029,-0.001,0.042,0.370,0.316,0.000,-9.163,0.0075,0.000,-0.219
0.380,-0.118,-0.524,3.054,-0.0028,-0.013,0.073,0.380,0.123,-0.916,-5.236,0.0029,-0.022,-0.125,0.380,0.176,0.393,-0.873,0.0042,0.009,-0.021,0.380,0.135,0.079,-3.927,0.0032,0.002,-0.094,0.380,-0.178,0.288,3.927,-0.0042,0.007,0.094,0.380,-0.207,0.157,7.418,-0.0050,0.004,0.177,0.380,0.140,0.550,-4.800,0.0033,0.013,-0.115,0.380,0.126,-0.079,-4.800,0.0030,-0.002,-0.115,0.380,0.167,0.602,-6.109,0.0040,0.014,-0.146,0.380,0.113,-0.419,-5.236,0.0027,-0.010,-0.125,0.380,-0.127,0.367,4.363,-0.0030,0.009,0.104,0.380,-0.049,0.707,1.745,-0.0012,0.017,0.042,0.380,0.112,-0.681,4.441E-14,0.0027,-0.016,5.204E-16,0.380,-0.123,-0.052,1.309,-0.0029,-0.001,0.031,0.380,0.316,-0.105,-9.599,0.0075,-0.003,-0.229
0.390,-0.123,-0.524,-0.436,-0.0029,-0.013,-0.010,0.390,0.113,-0.942,-0.436,0.0027,-0.022,-0.010,0.390,0.181,0.393,0.873,0.0043,0.009,0.021,0.390,0.135,0.026,-3.927,0.0032,6.250E-4,-0.094,0.390,-0.174,0.340,6.109,-0.0042,0.008,0.146,0.390,-0.204,0.236,4.363,-0.0049,0.006,0.104,0.390,0.145,0.524,-2.182,0.0035,0.013,-0.052,0.390,0.124,-0.131,-4.800,0.0030,-0.003,-0.115,0.390,0.171,0.524,-8.727,0.0041,0.012,-0.208,0.390,0.110,-0.471,-4.800,0.0026,-0.011,-0.115,0.390,-0.123,0.393,4.363,-0.0029,0.009,0.104,0.390,-0.042,0.733,0.873,-0.0010,0.017,0.021,0.390,0.105,-0.654,-1.745,0.0025,-0.016,-0.042,0.390,-0.124,-0.052,3.054,-0.0030,-0.001,0.073,0.390,0.314,-0.209,-9.163,0.0075,-0.005,-0.219
0.400,-0.129,-0.550,-2.618,-0.0031,-0.013,-0.062,0.400,0.104,-0.916,3.054,0.0025,-0.022,0.073,0.400,0.184,0.419,2.182,0.0044,0.010,0.052,0.400,0.135,0.000,-3.491,0.0032,0.000,-0.083,0.400,-0.170,0.419,7.418,-0.0041,0.010,0.177,0.400,-0.201,0.236,3.054,-0.0048,0.006,0.073,0.400,0.149,0.524,-1.309,0.0036,0.013,-0.031,0.400,0.123,-0.183,-4.363,0.0029,-0.004,-0.104,0.400,0.176,0.419,-10.036,0.0042,0.010,-0.240,0.400,0.104,-0.524,-3.491,0.0025,-0.013,-0.083,0.400,-0.119,0.445,4.363,-0.0029,0.011,0.104,0.400,-0.033,0.733,2.776E-14,-7.8750E-4,0.017,5.204E-16,0.400,0.099,-0.681,-5.672,0.0024,-0.016,-0.135,0.400,-0.124,0.000,5.236,-0.0030,0.000,0.125,0.400,0.311,-0.288,-8.290,0.0074,-0.007,-0.198
0.410,-0.134,-0.576,-3.927,-0.0032,-0.014,-0.094,0.410,0.094,-0.864,4.800,0.0023,-0.021,0.115,0.410,0.188,0.445,1.745,0.0045,0.011,0.042,0.410,0.135,-0.026,-3.927,0.0032,-6.250E-4,-0.094,0.410,-0.167,0.497,7.418,-0.0040,0.012,0.177,0.410,-0.199,0.236,6.109,-0.0048,0.006,0.146,0.410,0.156,0.524,-3.054,0.0037,0.013,-0.073,0.410,0.121,-0.209,-4.363,0.0029,-0.005,-0.104,0.410,0.181,0.314,-9.599,0.0043,0.007,-0.229,0.410,0.099,-0.550,-2.182,0.0024,-0.013,-0.052,0.410,-0.115,0.497,3.054,-0.0027,0.012,0.073,0.410,-0.027,0.707,0.873,-6.3750E-4,0.017,0.021,0.410,0.093,-0.785,-7.854,0.0022,-0.019,-0.188,0.410,-0.124,0.079,5.672,-0.0030,0.002,0.135,0.410,0.308,-0.367,-8.290,0.0074,-0.009,-0.198
0.420,-0.140,-0.628,-4.363,-0.0033,-0.015,-0.104,0.420,0.086,-0.812,5.236,0.0021,-0.019,0.125,0.420,0.193,0.471,-1.943E-14,0.0046,0.011,-4.337E-16,0.420,0.135,-0.079,-4.800,0.0032,-0.002,-0.115,0.420,-0.160,0.576,5.672,-0.0038,0.014,0.135,0.420,-0.198,0.340,10.036,-0.0047,0.008,0.240,0.420,0.160,0.471,-5.236,0.0038,0.011,-0.125,0.420,0.118,-0.262,-4.800,0.0028,-0.006,-0.115,0.420,0.182,0.209,-6.545,0.0043,0.005,-0.156,0.420,0.093,-0.550,-1.745,0.0022,-0.013,-0.042,0.420,-0.108,0.524,0.873,-0.0026,0.012,0.021,0.420,-0.020,0.733,1.745,-4.8750E-4,0.018,0.042,0.420,0.083,-0.890,-4.800,0.0020,-0.021,-0.115,0.420,-0.123,0.131,3.927,-0.0029,0.003,0.094,0.420,0.305,-0.445,-9.599,0.0073,-0.011,-0.229
0.430,-0.146,-0.681,-3.491,-0.0035,-0.016,-0.083,0.430,0.079,-0.759,4.800,0.0019,-0.018,0.115,0.430,0.198,0.445,-1.745,0.0047,0.011,-0.042,0.430,0.134,-0.131,-4.800,0.0032,-0.003,-0.115,0.430,-0.154,0.628,3.054,-0.0037,0.015,0.073,0.430,-0.193,0.497,9.163,-0.0046,0.012,0.219,0.430,0.165,0.393,-6.109,0.0039,0.009,-0.146,0.430,0.116,-0.314,-4.800,0.0028,-0.008,-0.115,0.430,0.184,0.157,-2.182,0.0044,0.004,-0.052,0.430,0.088,-0.576,-2.182,0.0021,-0.014,-0.052,0.430,-0.104,0.497,0.436,-0.0025,0.012,0.010,0.430,-0.013,0.785,0.873,-3.0000E-4,0.019,0.021,0.430,0.074,-0.916,1.309,0.0018,-0.022,0.031,0.430,-0.121,0.157,2.182,-0.0029,0.004,0.052,0.430,0.298,-0.550,-11.345,0.0071,-0.013,-0.271
0.440,-0.154,-0.707,-1.309,-0.0037,-0.017,-0.031,0.440,0.071,-0.707,3.054,0.0017,-0.017,0.073,0.440,0.203,0.419,-2.618,0.0048,0.010,-0.062,0.440,0.132,-0.183,-4.363,0.0032,-0.004,-0.104,0.440,-0.148,0.628,1.309,-0.0035,0.015,0.031,0.440,-0.187,0.576,3.927,-0.0045,0.014,0.094,0.440,0.168,0.340,-5.672,0.0040,0.008,-0.135,0.440,0.112,-0.367,-3.054,0.0027,-0.009,-0.073,0.440,0.185,0.183,0.873,0.0044,0.004,0.021,0.440,0.082,-0.602,-2.182,0.0020,-0.014,-0.052,0.440,-0.099,0.497,2.182,-0.0024,0.012,0.052,0.440,-0.003,0.759,-0.873,-7.5000E-5,0.018,-0.021,0.440,0.064,-0.838,4.363,0.0015,-0.020,0.104,0.440,-0.119,0.157,2.182,-0.0029,0.004,0.052,0.440,0.294,-0.681,-11.781,0.0070,-0.016,-0.281
0.450,-0.160,-0.707,0.873,-0.0038,-0.017,0.021,0.450,0.064,-0.681,-0.436,0.0015,-0.016,-0.010,0.450,0.206,0.393,-3.054,0.0049,0.009,-0.073,0.450,0.130,-0.209,-4.363,0.0031,-0.005,-0.104,0.450,-0.141,0.628,1.745,-0.0034,0.015,0.042,0.450,-0.181,0.550,0.436,-0.0043,0.013,0.010,0.450,0.171,0.288,-5.236,0.0041,0.007,-0.125,0.450,0.108,-0.393,-0.436,0.0026,-0.009,-0.010,0.450,0.187,0.209,0.436,0.0045,0.005,0.010,0.450,0.075,-0.628,-1.309,0.0018,-0.015,-0.031,0.450,-0.094,0.550,3.927,-0.0023,0.013,0.094,0.450,0.003,0.733,-1.309,7.5000E-5,0.017,-0.031,0.450,0.057,-0.759,1.309,0.0014,-0.018,0.031,0.450,-0.118,0.183,3.491,-0.0028,0.004,0.083,0.450,0.286,-0.812,-8.727,0.0068,-0.019,-0.208
0.460,-0.168,-0.681,3.054,-0.0040,-0.016,0.073,0.460,0.058,-0.707,-4.800,0.0014,-0.017,-0.115,0.460,0.210,0.367,-4.363,0.0050,0.009,-0.104,0.460,0.127,-0.262,-4.363,0.0030,-0.006,-0.104,0.460,-0.135,0.654,3.491,-0.0032,0.016,0.083,0.460,-0.176,0.524,2.182,-0.0042,0.012,0.052,0.460,0.174,0.236,-4.800,0.0042,0.006,-0.115,0.460,0.104,-0.367,1.309,0.0025,-0.009,0.031,0.460,0.190,0.209,-2.618,0.0045,0.005,-0.063,0.460,0.069,-0.628,-0.436,0.0017,-0.015,-0.010,0.460,-0.088,0.602,3.491,-0.0021,0.014,0.083,0.460,0.009,0.733,-1.309,2.2500E-4,0.017,-0.031,0.460,0.050,-0.785,-4.363,0.0012,-0.019,-0.104,0.460,-0.116,0.236,4.363,-0.0028,0.006,0.104,0.460,0.276,-0.890,-3.054,0.0066,-0.021,-0.073
0.470,-0.174,-0.654,6.109,-0.0042,-0.016,0.146,0.470,0.050,-0.785,-8.290,0.0012,-0.019,-0.198,0.470,0.214,0.314,-5.672,0.0051,0.008,-0.135,0.470,0.126,-0.314,-3.054,0.0030,-0.008,-0.073,0.470,-0.129,0.707,4.363,-0.0031,0.017,0.104,0.470,-0.171,0.576,5.672,-0.0041,0.014,0.135,0.470,0.176,0.183,-3.491,0.0042,0.004,-0.083,0.470,0.101,-0.340,0.436,0.0024,-0.008,0.010,0.470,0.192,0.157,-5.672,0.0046,0.004,-0.135,0.470,0.063,-0.628,-0.436,0.0015,-0.015,-0.010,0.470,-0.082,0.628,1.745,-0.0020,0.015,0.042,0.470,0.019,0.733,-2.182,4.5000E-4,0.018,-0.052,0.470,0.042,-0.890,-5.672,0.0010,-0.021,-0.135,0.470,-0.113,0.288,3.491,-0.0027,0.007,0.083,0.470,0.267,-0.864,0.436,0.0064,-0.021,0.010
0.480,-0.181,-0.576,10.036,-0.0043,-0.014,0.240,0.480,0.042,-0.890,-9.599,0.0010,-0.021,-0.229,0.480,0.217,0.236,-6.109,0.0052,0.006,-0.146,0.480,0.121,-0.340,-0.436,0.0029,-0.008,-0.010,0.480,-0.121,0.759,3.491,-0.0029,0.018,0.083,0.480,-0.165,0.681,5.672,-0.0039,0.016,0.135,0.480,0.178,0.157,-2.182,0.0042,0.004,-0.052,0.480,0.097,-0.340,-2.182,0.0023,-0.008,-0.052,0.480,0.193,0.079,-7.418,0.0046,0.002,-0.177,0.480,0.057,-0.628,-1.309,0.0013,-0.015,-0.031,0.480,-0.075,0.628,0.436,-0.0018,0.015,0.010,0.480,0.025,0.681,-2.182,6.0000E-4,0.016,-0.052,0.480,0.031,-0.969,-0.873,7.5000E-4,-0.023,-0.021,0.480,-0.110,0.314,2.182,-0.0026,0.008,0.052,0.480,0.259,-0.812,-2.182,0.0062,-0.019,-0.052
